0.01667979, 0.01664925, 0
0.01664782, 0.01667976, 0.03338933
0.01668048, 0.01674843, 0.01664805
0.0167484, 0.01664734, 0.03337336
0.01664782, 0.01668549, 0.03329563
0.01668518, 0.01664734, 0.04996252
0.01664782, 0.01664925, 0.03329563
0.01664782, 0.01667595, 0.03337216
0.01667606, 0.01664734, 0.01664782
0.01664782, 0.01669693, 0.03333378
0.01669638, 0.01664734, 0.03332067
0.01664782, 0.01664734, 0.04994345
0.01664782, 0.01664734, 0.03329563
0.01664782, 0.01664925, 0.03344703
0.01664782, 0.01664734, 0.01664782
0.01664782, 0.01664734, 0.03329563
0.01664782, 0.01664734, 0.03329563
0.01664782, 0.016716, 0.0500474
0.01671445, 0.01664734, 0.0333395
0.01664782, 0.01664734, 0.03329563
0.01664782, 0.01664734, 0.01666594
0.01664782, 0.01672173, 0.03329563
0.01672164, 0.01664925, 0.03329563
0.01664782, 0.01664734, 0.0500195
0.01664782, 0.01669693, 0.03329563
0.01669676, 0.01664734, 0.03331423
0.01664782, 0.01664734, 0.01670146
0.01664782, 0.01667404, 0.03329563
0.01667306, 0.01664734, 0.03333235
0.01664782, 0.01671982, 0.04994345
0.01672028, 0.01664925, 0.03333545
0.01664782, 0.01664734, 0.03343248
0.01664782, 0.01664734, 0.01664782
0.01664782, 0.01667786, 0.03329563
0.01667844, 0.01667023, 0.03334451
0.01667, 0.01667023, 0.04994345
0.01667, 0.01664734, 0.03339458
0.01664782, 0.01664925, 0.03329563
0.01664782, 0.01664734, 0.01664782
0.01664782, 0.01664734, 0.03329563
0.01664782, 0.01664734, 0.03334594
0.01664782, 0.01664925, 0.04998732
0.01664782, 0.01664734, 0.03335142
0.01664782, 0.01666451, 0.03329563
0.01666525, 0.01668167, 0.01664782
0.0166808, 0.01667595, 0.03333211
0.0166758, 0.01664734, 0.0333178
0.01664782, 0.01676941, 0.05005598
0.01676978, 0.01664734, 0.03329563
0.01664782, 0.01664925, 0.03329563
0.01664782, 0.01667404, 0.01664782
0.01667386, 0.01664782, 0.03329563
0.01664782, 0.01664782, 0.03339052
0.01664782, 0.01664782, 0.04997921
0.01664782, 0.01669765, 0.03329563
0.01669762, 0.01668191, 0.03334069
0.016682, 0.01664782, 0.0166719
0.01664782, 0.01664782, 0.03332973
0.01664782, 0.01668155, 0.03329563
0.01668146, 0.01664782, 0.04999804
0.01664782, 0.01664782, 0.03332829
0.01664782, 0.01664782, 0.03334093
0.01664782, 0.01664782, 0.01664782
0.01664782, 0.01664782, 0.03329563
0.01664782, 0.01664782, 0.0333209
0.01664782, 0.0167172, 0.04998684
0.01671717, 0.01664782, 0.03334475
0.01664782, 0.01664782, 0.03339291
0.01664782, 0.01664782, 0.01664782
0.01664782, 0.01664782, 0.03332615
0.01664782, 0.01666594, 0.0333128
0.01666592, 0.01667798, 0.04996777
0.016678, 0.01664782, 0.03332758
0.01664782, 0.01664782, 0.03340292
0.01664782, 0.01673949, 0.01664782
0.01673946, 0.01664782, 0.03340673
0.01664782, 0.01668596, 0.03329563
0.01668598, 0.01664782, 0.04994345
0.01664782, 0.01671028, 0.03329563
0.01671028, 0.01664782, 0.03332758
0.01664782, 0.01664782, 0.01667452
0.01664782, 0.01664782, 0.03329563
0.01664782, 0.01664782, 0.03329563
0.01664782, 0.01664782, 0.04994345
0.01664782, 0.01668668, 0.03334951
0.01668659, 0.01664782, 0.03341055
0.01664782, 0.01672661, 0.01664782
0.01672668, 0.01664782, 0.0333252
0.01664782, 0.01664782, 0.03329563
0.01664782, 0.01666796, 0.04994392
0.01666796, 0.01669347, 0.03331423
0.0166934, 0.01664782, 0.03340435
0.01664782, 0.01664782, 0.01664782
0.01664782, 0.01664782, 0.03331804
0.01664782, 0.01664782, 0.03329563
0.01664782, 0.01664782, 0.04999113
0.01664782, 0.01664782, 0.03329563
0.01664782, 0.01664782, 0.03329563
0.01664782, 0.01664782, 0.01667738
0.01664782, 0.01674163, 0.03339529
0.01674163, 0.0166477, 0.03329563
0.01664782, 0.01664805, 0.04994345
0.01664782, 0.01672554, 0.03333426
0.01672556, 0.01664782, 0.03338003
0.01664782, 0.01664782, 0.01664782
0.01664782, 0.01664782, 0.03335762
0.01664782, 0.01664782, 0.03337908
0.01664782, 0.01664782, 0.04994345
0.01664782, 0.01666689, 0.03333521
0.01666689, 0.01664782, 0.03329563
0.01664782, 0.01664782, 0.01664782
0.01664782, 0.01672435, 0.03329563
0.01672436, 0.01664782, 0.03333569
0.01664782, 0.01664782, 0.05001307
0.01664782, 0.01668596, 0.03329563
0.01668606, 0.01664782, 0.03336096
0.01664782, 0.01667285, 0.01664782
0.01667268, 0.01664782, 0.03329563
0.01664782, 0.01664782, 0.03332329
0.01664782, 0.01664782, 0.05000448
0.01664782, 0.01664782, 0.03332663
0.01664782, 0.01664782, 0.03329563
0.01664782, 0.01664782, 0.01672602
0.01664782, 0.01679921, 0.03329563
0.01679927, 0.01664782, 0.03334808
0.01664782, 0.01664782, 0.0500145
0.01664782, 0.01664782, 0.03329563
0.01664782, 0.01664782, 0.03329563
0.01664782, 0.01664782, 0.01675558
0.01664782, 0.01664782, 0.03329563
0.01664782, 0.01664782, 0.03332376
0.01664782, 0.01675177, 0.04997301
0.01675165, 0.01664782, 0.03329563
0.01664782, 0.01664782, 0.03329563
0.01664782, 0.01669168, 0.01664782
0.01669176, 0.01664782, 0.03333378
0.01664782, 0.01664782, 0.03341293
0.01664782, 0.01666594, 0.04994345
0.01666586, 0.01664782, 0.03339529
0.01664782, 0.01664782, 0.03329563
0.01664782, 0.01664782, 0.01664782
0.01664782, 0.01664782, 0.03329563
0.01664782, 0.01666784, 0.03329563
0.01666792, 0.01670361, 0.05003262
0.0167037, 0.01664805, 0.03329563
0.01664782, 0.01664782, 0.03329563
0.01664782, 0.01664782, 0.0166688
0.01664782, 0.01666641, 0.03336191
0.01666654, 0.01664782, 0.03329563
0.01664782, 0.01670146, 0.04998159
0.01670148, 0.01664782, 0.03336716
0.01664782, 0.01664782, 0.03329611
0.01664782, 0.01664782, 0.01673412
0.01664782, 0.01668453, 0.03329563
0.01668444, 0.01664782, 0.03329563
0.01664782, 0.01664782, 0.04996777
0.01664782, 0.01664782, 0.03339148
0.01664782, 0.01668763, 0.03329563
0.01668754, 0.01664782, 0.01667643
0.01664782, 0.0166769, 0.03332853
0.01667708, 0.01675558, 0.03332663
0.0167556, 0.01664782, 0.04994345
0.01664782, 0.01664782, 0.03329563
0.01664782, 0.01664782, 0.03331423
0.01664782, 0.01669669, 0.01674509
0.01669654, 0.01664782, 0.03329563
0.01664782, 0.01664782, 0.03329563
0.01664782, 0.01664782, 0.05005169
0.01664782, 0.01664782, 0.03334284
0.01664782, 0.01664782, 0.03329563
0.01664782, 0.01674676, 0.01664782
0.01674669, 0.01664782, 0.03329563
0.01664782, 0.01664782, 0.03337336
0.01664782, 0.01664782, 0.04994345
0.01664782, 0.01664782, 0.03377008
0.01664782, 0.01664782, 0.03329563
0.01664782, 0.01664782, 0.01664782
0.01664782, 0.01669812, 0.03329563
0.01669807, 0.01664782, 0.03329563
